Attribute,Interpretation,Kappa (n=5),# of submissions,Average # added,Average # removed,shared_adjectives,shared_dependencies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wariness_1:07:00::,Moderate Agreement,0.4782214156,6,1,0.1666666667,"['unwary', 'gullible', 'unguarded', 'wary', 'on_guard']",unwary = gullible,unwary = unguarded,unwary < wary,unwary < on_guard,gullible = unguarded,gullible < wary,gullible < on_guard,unguarded < wary,unguarded < on_guard,wary = on_guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort_1:26:00::,Moderate Agreement,0.5049949489,8,1,0.5,"['snug', 'soothing', 'uneasy', 'warm', 'comfortless', 'uncomfortable', 'miserable', 'comfortable', 'painful']",snug > uneasy,snug > warm,snug > comfortless,snug > uncomfortable,snug > miserable,snug > painful,soothing > uneasy,soothing = warm,soothing > comfortless,soothing > uncomfortable,soothing > miserable,soothing > painful,uneasy < warm,uneasy = uncomfortable,uneasy > miserable,uneasy < comfortable,uneasy > painful,warm > comfortless,warm > uncomfortable,warm > miserable,warm < comfortable,warm > painful,comfortless < uncomfortable,comfortless > miserable,comfortless < comfortable,comfortless > painful,uncomfortable > miserable,uncomfortable < comfortable,uncomfortable > painful,miserable < comfortable,miserable = painful,comfortable > painful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
changeableness_1:07:00::,Moderate Agreement,0.590564165,6,0.6666666667,2,"['confirmed', 'adjustable', 'carved_in_stone', 'fluid', 'erratic', 'reversible', 'volatile', 'distortable', 'stable', 'unalterable', 'changeable', 'unchangeable']",confirmed < adjustable,confirmed > carved_in_stone,confirmed < fluid,confirmed < erratic,confirmed < reversible,confirmed < volatile,confirmed < distortable,confirmed > unalterable,confirmed < changeable,confirmed > unchangeable,adjustable > carved_in_stone,adjustable < fluid,adjustable < erratic,adjustable < volatile,adjustable < distortable,adjustable > stable,adjustable > unalterable,adjustable < changeable,adjustable > unchangeable,carved_in_stone < fluid,carved_in_stone < erratic,carved_in_stone < reversible,carved_in_stone < volatile,carved_in_stone < distortable,carved_in_stone < unalterable,carved_in_stone < changeable,carved_in_stone < unchangeable,fluid > erratic,fluid > reversible,fluid < volatile,fluid > distortable,fluid > stable,fluid > unalterable,fluid > changeable,fluid > unchangeable,erratic > reversible,erratic < volatile,erratic > distortable,erratic > stable,erratic > unalterable,erratic > unchangeable,reversible < volatile,reversible < distortable,reversible > stable,reversible > unalterable,reversible < changeable,reversible > unchangeable,volatile > distortable,volatile > stable,volatile > unalterable,volatile > changeable,volatile > unchangeable,distortable > stable,distortable > unalterable,distortable > unchangeable,stable < changeable,unalterable < changeable,unalterable = unchangeable,changeable > unchangeable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carefulness_1:07:00::,Moderate Agreement,0.5134491015,6,1,1,"['detailed', 'offhand', 'particular', 'thorough', 'sloppy', 'studious', 'careless', 'conscientious', 'incautious', 'overcareful', 'passing', 'careful', 'reckless']",detailed > offhand,detailed < particular,detailed < thorough,detailed > sloppy,detailed < studious,detailed > careless,detailed > conscientious,detailed > incautious,detailed < overcareful,detailed > passing,detailed < careful,detailed > reckless,offhand < particular,offhand < thorough,offhand > sloppy,offhand < studious,offhand < conscientious,offhand > incautious,offhand < overcareful,offhand < passing,offhand < careful,offhand > reckless,particular < thorough,particular > sloppy,particular > careless,particular > conscientious,particular > incautious,particular < overcareful,particular > passing,particular < careful,particular > reckless,thorough > sloppy,thorough > studious,thorough > careless,thorough > conscientious,thorough > incautious,thorough > passing,thorough = careful,thorough > reckless,sloppy < studious,sloppy < careless,sloppy < conscientious,sloppy < overcareful,sloppy < passing,sloppy < careful,studious > careless,studious > conscientious,studious > incautious,studious < overcareful,studious > passing,studious = careful,studious > reckless,careless < conscientious,careless < overcareful,careless < passing,careless < careful,conscientious > incautious,conscientious < overcareful,conscientious > passing,conscientious < careful,conscientious > reckless,incautious < overcareful,incautious < passing,incautious < careful,incautious = reckless,overcareful > passing,overcareful > reckless,passing < careful,passing > reckless,careful > reckless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sensitivity_1:07:00::,Moderate Agreement,0.4611384146,8,1,0.125,"['insensitive', 'unreactive', 'highly_sensitive', 'photosensitive', 'erogenous', 'dead', 'sensitive', 'delicate', 'irritable', 'responsive', 'radiosensitive']",insensitive = unreactive,insensitive < highly_sensitive,insensitive < photosensitive,insensitive < erogenous,insensitive > dead,insensitive < sensitive,insensitive < delicate,insensitive < irritable,insensitive < responsive,insensitive < radiosensitive,unreactive < highly_sensitive,unreactive < photosensitive,unreactive < erogenous,unreactive > dead,unreactive < sensitive,unreactive < delicate,unreactive < irritable,unreactive < responsive,unreactive < radiosensitive,highly_sensitive > photosensitive,highly_sensitive > erogenous,highly_sensitive > dead,highly_sensitive > sensitive,highly_sensitive > delicate,highly_sensitive > irritable,highly_sensitive > responsive,highly_sensitive > radiosensitive,photosensitive > dead,photosensitive < sensitive,photosensitive = delicate,photosensitive = irritable,photosensitive = radiosensitive,erogenous > dead,erogenous = responsive,erogenous = radiosensitive,dead < sensitive,dead < delicate,dead < irritable,dead < responsive,dead < radiosensitive,sensitive > delicate,sensitive > irritable,sensitive > responsive,sensitive > radiosensitive,delicate = irritable,irritable = radiosensitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cheerfulness_1:07:00::,Moderate Agreement,0.4972640219,6,1,0.1666666667,"['depressing', 'melancholy', 'gay', 'cheerful', 'dark', 'blithe', 'smiling', 'jaunty', 'glad']",depressing < melancholy,depressing < gay,depressing < cheerful,depressing < blithe,depressing < smiling,depressing < jaunty,depressing < glad,melancholy < gay,melancholy < cheerful,melancholy < blithe,melancholy < smiling,melancholy < jaunty,melancholy < glad,gay < cheerful,gay > dark,gay > blithe,gay > smiling,gay > jaunty,gay > glad,cheerful > dark,cheerful > blithe,cheerful > smiling,cheerful > jaunty,cheerful > glad,dark < blithe,dark < smiling,dark < jaunty,dark < glad,blithe < jaunty,blithe < glad,smiling < jaunty,smiling < glad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
propriety_1:07:00::,Moderate Agreement,0.535308832,6,1,1,"['right', 'becoming', 'fitting', 'indecent', 'improper', 'wrong', 'proper', 'out-of-the-way']",right < becoming,right < fitting,right > indecent,right > improper,right > wrong,right < proper,right > out-of-the-way,becoming > indecent,becoming > improper,becoming > wrong,becoming > out-of-the-way,fitting > indecent,fitting > improper,fitting > wrong,fitting < proper,fitting > out-of-the-way,indecent < improper,indecent > wrong,indecent < proper,indecent < out-of-the-way,improper < proper,improper < out-of-the-way,wrong < proper,wrong < out-of-the-way,proper > out-of-the-way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tractability_1:07:00::,Moderate Agreement,0.4947466007,6,1,0,"['stubborn', 'intractable', 'tamable', 'malleable', 'manipulable', 'unmalleable', 'docile', 'uncontrollable', 'balking']",stubborn < intractable,stubborn < tamable,stubborn < malleable,stubborn < manipulable,stubborn < docile,stubborn = uncontrollable,stubborn < balking,intractable < tamable,intractable < malleable,intractable < manipulable,intractable = unmalleable,intractable < docile,intractable > uncontrollable,intractable < balking,tamable < manipulable,tamable > unmalleable,tamable > docile,tamable > uncontrollable,tamable > balking,malleable = manipulable,malleable > unmalleable,malleable > docile,malleable > uncontrollable,malleable > balking,manipulable > unmalleable,manipulable > docile,manipulable > uncontrollable,manipulable > balking,unmalleable < docile,unmalleable > uncontrollable,unmalleable < balking,docile > uncontrollable,docile > balking,uncontrollable < balking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
separation_1:26:00::,Fair Agreement,0.3303195963,9,1,0,"['asunder', 'separate', 'distinct', 'isolated', 'unaccompanied', 'disjoint', 'apart']",asunder > distinct,asunder = isolated,asunder > unaccompanied,asunder > disjoint,asunder = apart,separate > distinct,separate = isolated,separate > unaccompanied,separate > disjoint,separate > apart,distinct < isolated,distinct > unaccompanied,distinct = disjoint,distinct < apart,isolated > unaccompanied,isolated > disjoint,isolated = apart,unaccompanied < disjoint,unaccompanied < apart,disjoint < apart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
complexity_1:07:00::,Moderate Agreement,0.4139117571,8,1.75,2.625,"['multifactorial', 'unanalyzable', 'interlocking', 'involved', 'complex', 'complicated', 'simplex', 'unsophisticated', 'intricate', 'labyrinthian']",multifactorial < unanalyzable,multifactorial > interlocking,multifactorial < complex,multifactorial < complicated,multifactorial > simplex,multifactorial > unsophisticated,multifactorial < intricate,multifactorial < labyrinthian,unanalyzable > interlocking,unanalyzable > involved,unanalyzable > simplex,unanalyzable > unsophisticated,unanalyzable > intricate,interlocking < involved,interlocking < complex,interlocking < complicated,interlocking > simplex,interlocking > unsophisticated,interlocking < intricate,interlocking < labyrinthian,involved < complex,involved < complicated,involved > simplex,involved > unsophisticated,involved < intricate,involved < labyrinthian,complex = complicated,complex > simplex,complex > unsophisticated,complex = intricate,complex < labyrinthian,complicated > simplex,complicated > unsophisticated,complicated < labyrinthian,simplex = unsophisticated,simplex < intricate,simplex < labyrinthian,unsophisticated < intricate,unsophisticated < labyrinthian,intricate < labyrinthian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clarity_1:07:01::,Moderate Agreement,0.5820585664,6,1,0.3333333333,"['unclear', 'vivid', 'distinct', 'broad', 'clear', 'unmistakable', 'blurred', 'lucid', 'vague', 'puzzling']",unclear < vivid,unclear < distinct,unclear < broad,unclear < clear,unclear < unmistakable,unclear = blurred,unclear < lucid,unclear = vague,unclear = puzzling,vivid = distinct,vivid > broad,vivid < clear,vivid > blurred,vivid > vague,vivid > puzzling,distinct > broad,distinct = clear,distinct > blurred,distinct = lucid,distinct > vague,distinct > puzzling,broad < clear,broad < unmistakable,broad > blurred,broad < lucid,broad > vague,broad > puzzling,clear = unmistakable,clear > blurred,clear = lucid,clear > vague,clear > puzzling,unmistakable > blurred,unmistakable > vague,unmistakable > puzzling,blurred < lucid,blurred = vague,lucid > vague,lucid > puzzling,vague = puzzling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duration_1:07:00::,Fair Agreement,0.4010635919,6,0.1666666667,0.1666666667,"['long-life', 'short', 'fleeting', 'short-range', 'longstanding', 'long-acting', 'eternal', 'continuing', 'brief', 'long', 'overnight', 'long-range', 'extended', 'clipped', 'long-term', 'longitudinal', 'lasting', 'lifelong', 'short-term']",long-life > short,long-life > fleeting,long-life > short-range,long-life < longstanding,long-life > long-acting,long-life < eternal,long-life < continuing,long-life > brief,long-life > overnight,long-life = long-range,long-life = extended,long-life > clipped,long-life < long-term,long-life < lasting,long-life < lifelong,long-life > short-term,short = short-range,short < longstanding,short < long-acting,short < eternal,short < continuing,short < long,short < overnight,short < long-range,short < extended,short = clipped,short < long-term,short < longitudinal,short < lasting,short < lifelong,short = short-term,fleeting < short-range,fleeting < longstanding,fleeting < long-acting,fleeting < eternal,fleeting < continuing,fleeting = brief,fleeting < long,fleeting < overnight,fleeting < long-range,fleeting < extended,fleeting = clipped,fleeting < long-term,fleeting < longitudinal,fleeting < lasting,fleeting < lifelong,fleeting < short-term,short-range < longstanding,short-range < long-acting,short-range < eternal,short-range < continuing,short-range > brief,short-range < long,short-range < overnight,short-range < long-range,short-range < extended,short-range > clipped,short-range < long-term,short-range < longitudinal,short-range < lasting,short-range < lifelong,short-range = short-term,longstanding > long-acting,longstanding < eternal,longstanding < continuing,longstanding > brief,longstanding = long,longstanding > overnight,longstanding > long-range,longstanding > extended,longstanding > clipped,longstanding = long-term,longstanding = longitudinal,longstanding = lasting,longstanding < lifelong,longstanding > short-term,long-acting < eternal,long-acting < continuing,long-acting > brief,long-acting < long,long-acting > overnight,long-acting < long-range,long-acting > clipped,long-acting < long-term,long-acting < longitudinal,long-acting < lasting,long-acting < lifelong,long-acting > short-term,eternal = continuing,eternal > brief,eternal > long,eternal > overnight,eternal > long-range,eternal > extended,eternal > clipped,eternal > long-term,eternal > longitudinal,eternal > lasting,eternal = lifelong,eternal > short-term,continuing > brief,continuing > long,continuing > overnight,continuing > long-range,continuing > extended,continuing > clipped,continuing > long-term,continuing > longitudinal,continuing > lasting,continuing = lifelong,continuing > short-term,brief < long,brief < overnight,brief < long-range,brief < extended,brief < long-term,brief < longitudinal,brief < lasting,brief < lifelong,brief < short-term,long > overnight,long > clipped,long = long-term,long = lasting,long < lifelong,long > short-term,overnight < long-range,overnight < extended,overnight > clipped,overnight < long-term,overnight < longitudinal,overnight < lasting,overnight < lifelong,overnight > short-term,long-range > clipped,long-range < long-term,long-range < lasting,long-range < lifelong,long-range > short-term,extended > clipped,extended < long-term,extended < lasting,extended < lifelong,extended > short-term,clipped < long-term,clipped < longitudinal,clipped < lasting,clipped < lifelong,clipped < short-term,long-term = longitudinal,long-term = lasting,long-term < lifelong,long-term > short-term,longitudinal = lasting,longitudinal < lifelong,longitudinal > short-term,lasting < lifelong,lasting > short-term,lifelong > short-term,
speed_1:07:00::,Moderate Agreement,0.4251533161,6,0.6666666667,2.6666666667,"['high-speed', 'slow-moving', 'lazy', 'slow', 'instant', 'hurrying', 'express', 'fast', 'accelerated', 'rapid', 'immediate', 'quick', 'swift']",high-speed > slow-moving,high-speed > lazy,high-speed > slow,high-speed < instant,high-speed > hurrying,high-speed < express,high-speed < accelerated,high-speed > rapid,high-speed > swift,slow-moving < lazy,slow-moving > slow,slow-moving < instant,slow-moving < hurrying,slow-moving < express,slow-moving < fast,slow-moving < accelerated,slow-moving < rapid,slow-moving < immediate,slow-moving < quick,slow-moving < swift,lazy > slow,lazy < instant,lazy < hurrying,lazy < express,lazy < fast,lazy < accelerated,lazy < rapid,lazy < immediate,lazy < quick,lazy < swift,slow < instant,slow < hurrying,slow < express,slow < fast,slow < accelerated,slow < rapid,slow < immediate,slow < quick,slow < swift,instant > hurrying,instant > express,instant > fast,instant > accelerated,instant > rapid,instant > immediate,instant > quick,instant > swift,hurrying < express,hurrying < fast,hurrying < accelerated,hurrying < rapid,hurrying < immediate,hurrying < quick,hurrying < swift,express < fast,express < immediate,express < quick,express > swift,fast < accelerated,fast = quick,fast > swift,accelerated > rapid,accelerated > quick,accelerated > swift,rapid > swift,immediate > swift,quick > swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gluttony_1:07:00::,Slight Agreement,0.0349264706,5,1,0.4,"['hoggish', 'ravenous', 'gluttonous', 'overgreedy', 'greedy']",hoggish > ravenous,hoggish < gluttonous,hoggish > greedy,ravenous < gluttonous,ravenous = overgreedy,gluttonous > overgreedy,gluttonous > greedy,overgreedy > greedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convenience_1:07:00::,Almost Perfect Agreement,0.8196248196,8,1,0,"['convenient', 'inconvenient', 'favorable', 'awkward', 'handy']",convenient > inconvenient,convenient > favorable,convenient > awkward,convenient > handy,inconvenient < favorable,inconvenient < awkward,inconvenient < handy,favorable > awkward,favorable < handy,awkward < handy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_1:24:00::,Slight Agreement,0.1111414528,6,1,2.3333333333,"['outgoing', 'incoming', 'inward', 'inpouring', 'in', 'outward', 'out']",outgoing < incoming,outgoing < inward,outgoing < in,outgoing < outward,outgoing = out,incoming = inward,incoming > inpouring,incoming = in,incoming > outward,incoming > out,inward > inpouring,inward = in,inward > outward,inward > out,inpouring < in,in > outward,in > out,outward = out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disposition_1:07:00::,Moderate Agreement,0.5027434842,6,1,1.5,"['unwilling', 'willing', 'grudging', 'prepared', 'reluctant']",unwilling < willing,unwilling < grudging,unwilling < prepared,unwilling < reluctant,willing > grudging,willing > prepared,willing > reluctant,grudging < prepared,prepared > reluctant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normality_1:26:00::,Moderate Agreement,0.5081585653,6,1,1.3333333333,"['subnormal', 'natural', 'defective', 'irregular', 'normal', 'unnatural', 'average', 'anomalous', 'regular', 'aberrant', 'typical']",subnormal < natural,subnormal > defective,subnormal < normal,subnormal > unnatural,subnormal < average,subnormal < anomalous,subnormal < regular,subnormal > aberrant,subnormal < typical,natural > defective,natural > irregular,natural < normal,natural > unnatural,natural < average,natural > anomalous,natural < regular,natural > aberrant,natural < typical,defective < irregular,defective < normal,defective < unnatural,defective < average,defective < anomalous,defective < regular,defective < aberrant,defective < typical,irregular < normal,irregular > unnatural,irregular < average,irregular > anomalous,irregular < regular,irregular > aberrant,irregular < typical,normal > unnatural,normal > average,normal > anomalous,normal > regular,normal > aberrant,normal > typical,unnatural < average,unnatural < anomalous,unnatural < regular,unnatural < typical,average > anomalous,average > aberrant,anomalous < regular,anomalous > aberrant,anomalous < typical,regular > aberrant,regular < typical,aberrant < typical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
position_1:07:00::,Slight Agreement,0.1876657569,7,0.2857142857,0.4285714286,"['anterior', 'satellite', 'external', 'innermost', 'outermost', 'inside', 'indoor', 'posterior', 'back', 'outside', 'internal', 'inner', 'exterior', 'frontal', 'interior', 'intrinsic', 'out']",anterior > satellite,anterior < external,anterior < innermost,anterior > outermost,anterior > indoor,anterior < posterior,anterior > back,anterior > exterior,anterior < frontal,anterior < interior,anterior > intrinsic,anterior > out,satellite < external,satellite < innermost,satellite < outermost,satellite < inside,satellite < indoor,satellite < posterior,satellite < outside,satellite < inner,satellite > exterior,satellite < frontal,satellite < interior,satellite > intrinsic,satellite > out,external > innermost,external > outermost,external > indoor,external > posterior,external > back,external > outside,external > internal,external > inner,external > exterior,external < frontal,external > interior,external > intrinsic,external > out,innermost > outermost,innermost > inside,innermost > indoor,innermost > posterior,innermost > back,innermost > internal,innermost > inner,innermost > exterior,innermost > frontal,innermost > interior,innermost > intrinsic,innermost > out,outermost < inside,outermost > indoor,outermost < posterior,outermost > back,outermost < outside,outermost > internal,outermost < inner,outermost > exterior,outermost < frontal,outermost < interior,outermost > intrinsic,outermost > out,inside > indoor,inside > posterior,inside > back,inside > internal,inside > inner,inside > exterior,inside > frontal,inside < interior,inside > intrinsic,inside > out,indoor < posterior,indoor > back,indoor < outside,indoor < inner,indoor > exterior,indoor < frontal,indoor < interior,indoor > intrinsic,indoor > out,posterior > back,posterior > internal,posterior < inner,posterior > exterior,posterior < frontal,posterior > interior,posterior > intrinsic,posterior > out,back < outside,back < internal,back < inner,back > exterior,back < frontal,back < interior,back > intrinsic,back > out,outside > internal,outside < inner,outside > exterior,outside < frontal,outside < interior,outside > intrinsic,outside > out,internal < inner,internal > exterior,internal < frontal,internal < interior,internal > intrinsic,internal > out,inner > exterior,inner > frontal,inner < interior,inner > intrinsic,inner > out,exterior < frontal,exterior < interior,frontal > interior,frontal > intrinsic,frontal > out,interior > intrinsic,interior > out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
power_1:07:00::,Moderate Agreement,0.5650020671,6,1,0.1666666667,"['powerful', 'regent', 'weak', 'low-powered', 'powerless', 'almighty', 'compelling', 'muscular', 'coercive', 'mighty', 'helpless', 'strong', 'feeble', 'ruling']",powerful < regent,powerful > weak,powerful > low-powered,powerful > powerless,powerful < almighty,powerful > compelling,powerful = muscular,powerful > coercive,powerful < mighty,powerful > helpless,powerful > feeble,powerful < ruling,regent > weak,regent > low-powered,regent > powerless,regent < almighty,regent > compelling,regent > muscular,regent > coercive,regent > helpless,regent > strong,regent > feeble,regent > ruling,weak < low-powered,weak = powerless,weak < almighty,weak < compelling,weak < muscular,weak < coercive,weak < mighty,weak < strong,weak < ruling,low-powered > powerless,low-powered < almighty,low-powered < compelling,low-powered < muscular,low-powered < coercive,low-powered < mighty,low-powered > helpless,low-powered < strong,low-powered > feeble,low-powered < ruling,powerless < almighty,powerless < compelling,powerless < muscular,powerless < coercive,powerless < mighty,powerless < helpless,powerless < strong,powerless < feeble,powerless < ruling,almighty > compelling,almighty > muscular,almighty > coercive,almighty > mighty,almighty > helpless,almighty > strong,almighty > feeble,almighty > ruling,compelling > muscular,compelling < mighty,compelling > helpless,compelling < strong,compelling > feeble,compelling < ruling,muscular > coercive,muscular < mighty,muscular > helpless,muscular < strong,muscular > feeble,muscular < ruling,coercive < mighty,coercive > helpless,coercive < strong,coercive > feeble,coercive < ruling,mighty > helpless,mighty > strong,mighty > feeble,mighty > ruling,helpless < strong,helpless < feeble,helpless < ruling,strong > feeble,strong < ruling,feeble < ruling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piety_1:07:00::,Substantial Agreement,0.630859375,6,1,0,"['reverent', 'prayerful', 'godless', 'pious', 'impious', 'devotional', 'holier-than-thou']",reverent < prayerful,reverent > godless,reverent < pious,reverent > impious,reverent > holier-than-thou,prayerful > godless,prayerful < pious,prayerful > impious,prayerful > holier-than-thou,godless < pious,godless = impious,godless < devotional,godless < holier-than-thou,pious > impious,pious > devotional,pious > holier-than-thou,impious < devotional,impious < holier-than-thou,devotional > holier-than-thou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderation_1:07:00::,Slight Agreement,0.0535669509,5,0.6,2,"['immoderate', 'excessive', 'moderate', 'fair', 'far', 'radical', 'average', 'conservative', 'extraordinary', 'indifferent', 'middle-of-the-road', 'extreme']",immoderate < moderate,immoderate < fair,immoderate < far,immoderate < average,immoderate < conservative,immoderate < extraordinary,immoderate < indifferent,immoderate < middle-of-the-road,excessive < moderate,excessive < fair,excessive < far,excessive < average,excessive < conservative,excessive < extraordinary,excessive < indifferent,excessive < middle-of-the-road,excessive = extreme,moderate > far,moderate > radical,moderate > average,moderate > conservative,moderate > extraordinary,moderate > indifferent,moderate > extreme,fair > far,fair > radical,fair > conservative,fair > extraordinary,fair > indifferent,fair < middle-of-the-road,fair > extreme,far < average,far < conservative,far < extraordinary,far < indifferent,far < middle-of-the-road,far > extreme,radical < average,radical < conservative,radical < extraordinary,radical < indifferent,radical < middle-of-the-road,average > extraordinary,average > indifferent,average = middle-of-the-road,average > extreme,conservative > extraordinary,conservative > indifferent,conservative < middle-of-the-road,conservative > extreme,extraordinary > indifferent,extraordinary < middle-of-the-road,extraordinary > extreme,indifferent < middle-of-the-road,indifferent > extreme,middle-of-the-road > extreme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interest_1:07:02::,Fair Agreement,0.3643762928,8,1,0.125,"['putdownable', 'intriguing', 'fascinating', 'insipid', 'interesting', 'newsworthy', 'ponderous', 'narcotic', 'pedestrian', 'amusing', 'entertaining', 'uninteresting']",putdownable < intriguing,putdownable < fascinating,putdownable > insipid,putdownable < interesting,putdownable < newsworthy,putdownable < ponderous,putdownable > pedestrian,putdownable < amusing,putdownable < entertaining,putdownable > uninteresting,intriguing = fascinating,intriguing > insipid,intriguing = ponderous,intriguing > narcotic,intriguing > pedestrian,intriguing > amusing,intriguing > uninteresting,fascinating > insipid,fascinating = newsworthy,fascinating = ponderous,fascinating > narcotic,fascinating > pedestrian,fascinating > amusing,fascinating > entertaining,fascinating > uninteresting,insipid < interesting,insipid < newsworthy,insipid < ponderous,insipid < narcotic,insipid = pedestrian,insipid < amusing,insipid < entertaining,insipid > uninteresting,interesting > ponderous,interesting > narcotic,interesting > pedestrian,interesting = amusing,interesting > entertaining,interesting > uninteresting,newsworthy > narcotic,newsworthy > pedestrian,newsworthy > uninteresting,ponderous > narcotic,ponderous > pedestrian,ponderous > uninteresting,narcotic > pedestrian,narcotic < amusing,narcotic < entertaining,narcotic > uninteresting,pedestrian < amusing,pedestrian < entertaining,pedestrian > uninteresting,amusing > uninteresting,entertaining > uninteresting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
